NO,stock,name,sector
969,108320,실리콘웍스,032601
970,222800,심텍,032602
971,036710,심텍홀딩스,116409
972,160980,싸이맥스,032902
973,102280,쌍방울,031401
974,047400,쌍용머티리얼,032302
975,003410,쌍용양회공업,032303
976,003620,쌍용자동차,033001
977,010280,쌍용정보통신,106201
978,004770,써니전자,032601
979,051170,썬코어,032901
980,217320,썬테크,032801
981,122800,썬텍,032403
982,208640,썸에이지,105802
983,222420,쎄노텍,032309
984,037760,쎄니트,032401
985,136510,쎄미시스코,032902
986,099320,쎄트렉아이,033103
987,049960,쎌바이오텍,032101
988,050890,쏠리드,032604
989,099830,씨그널엔터테인먼트그룹,105901
990,066790,씨씨에스,106002
991,222080,씨아이에스,032902
992,004920,씨아이테크,033309
993,103660,씨앗,032004
994,245450,씨앤에스링크,032604
995,112610,씨에스윈드,032501
996,115530,씨엔플러스,032602
997,225330,씨엠에스에듀,168505
998,115480,씨유메디칼,032701
999,189330,씨이랩,106201
1000,096530,씨젠,032103
1001,900120,씨케이에이치,116409
1002,235090,씨케이컴퍼니,032902
1003,101240,씨큐브,032001
1004,047920,씨트리,137001
1005,189540,씨티네트웍스,032604
1006,060590,씨티씨바이오,074604
1007,036170,씨티엘,032601
1008,013990,아가방컴퍼니,074604
1009,123860,아나패스,032601
1010,008700,아남전자,032605
1011,058220,아리온,032604
1012,090430,아모레퍼시픽,032004
1013,002790,아모레퍼시픽그룹,116409
1014,052710,아모텍,032602
1015,074430,아미노로직스,074607
1016,092040,아미코젠,031007
1017,083930,아바코,032902
1018,149950,아바텍,032602
1019,090370,아비스타,031401
1020,036010,아비코전자,032604
1021,002030,아세아,116409
1022,183190,아세아시멘트,032303
1023,002310,아세아제지,031702
1024,050860,아세아텍,032902
1025,246720,아스타,032103
1026,067390,아스트,033103
1027,127710,아시아경제,106301
1028,020560,아시아나항공,085101
1029,154030,아시아종묘,010101
1030,083620,아시아퍼시픽15호,147601
1031,227610,아우딘퓨쳐스,032004
1032,143160,아이디스,032604
1033,054800,아이디스홀딩스,116409
1034,060570,아이리버,032605
1035,122900,아이마켓코리아,074608
1036,099190,아이센스,032701
1037,214430,아이쓰리시스템,032602
1038,040910,아이씨디,032902
1039,068940,아이씨케이,032602
1040,052860,아이앤씨,032601
1041,010780,아이에스동서,032302
1042,069920,아이에스이커머스,074709
1043,038880,아이에이,032602
1044,003560,아이에이치큐,105901
1045,079440,아이엔지생명,116501
1046,101390,아이엠,032602
1047,226350,아이엠텍,032602
1048,078860,아이오케이,105802
1049,114810,아이원스,032902
1050,023430,아이이,074607
1051,031310,아이즈비전,074709
1052,139050,아이지스시스템,106201
1053,185490,아이진,137001
1054,059100,아이컴포넌트,032602
1055,149010,아이케이세미콘,032601
1056,039570,아이콘트롤스,064203
1057,052460,아이크래프트,106201
1058,119830,아이텍반도체,137309
1059,124500,아이티센,106201
1060,033660,아주캐피탈,116409
1061,032080,아즈텍WB,031304
1062,013310,아진산업,033003
1063,059120,아진엑스텍,032601
1064,023890,아트라스BX,032802
1065,101140,아티스,074604
1066,067160,아프리카TV,105802
1067,001540,안국약품,032102
1068,053800,안랩,105802
1069,251280,안지오랩,137001
1070,065660,안트로젠,032101
1071,271400,알로이스,032604
1072,001780,알루코,032402
1073,002250,알보젠코리아,032102
1074,106080,알비케이이엠디,032602
1075,131370,알서포트,105802
1076,096610,알에프세미,032601
1077,061040,알에프텍,032604
1078,148250,알엔투테크놀로지,032602
1079,196170,알테오젠,137001
1080,123750,알톤스포츠,033109
1081,085810,알티캐스트,105802
1082,117670,알파홀딩스,032601
1083,007630,암니스,032604
1084,267810,앙츠,199501
1085,161000,애경유화,032001
1086,196300,애니젠,032101
1087,205500,액션스퀘어,105802
1088,052790,액토즈소프트,105802
1089,131400,액트,032602
1090,238090,앤디포스,032202
1091,030960,양지사,031801
1092,102120,어보브반도체,032601
1093,224810,엄지하우스,064204
1094,019990,에너토크,032901
1095,011090,에넥스,033201
1096,208890,에듀케이션파트너,168507
1097,025980,에머슨퍼시픽,189101
1098,041440,에버다임,032902
1099,270660,에브리봇,032805
1100,038680,에스넷,106201
1101,217480,에스디생명공학,032004
1102,121890,에스디시스템,032602
1103,030270,에스마크,031301
1104,097780,에스맥,032604
1105,042110,에스씨디,032805
1106,065420,에스아이리소스,020501
1107,050320,에스아이티글로벌,074605
1108,270210,에스알바이오텍,032004
1109,103230,에스앤더블류,032901
1110,260970,에스앤디,031007
1111,900080,에스앤씨엔진그룹,116409
1112,101490,에스앤에스텍,032602
1113,095910,에스에너지,032801
1114,031330,에스에이엠티,074605
1115,060540,에스에이티,032702
1116,158300,에스에이티이엔지,032902
1117,112240,에스에프씨,032202
1118,056190,에스에프에이,032902
1119,080000,에스엔유,032902
1120,160600,에스엔텍,032902
1121,086460,에스엔피제네틱스,137001
1122,005850,에스엘,033003
1123,246250,에스엘에스,137209
1124,041510,에스엠,105902
1125,252940,에스엠로보틱스,033304
1126,007820,에스엠코어,032901
1127,251540,에스와이제이,031401
1128,109610,에스와이패널,032501
1129,012750,에스원,147503
1130,123700,에스제이엠,033003
1131,025530,에스제이엠홀딩스,116409
1132,080440,에스제이케이,033003
1133,224020,에스케이씨에스,032202
1134,096630,에스코넥,032604
1135,069510,에스텍,032605
1136,041910,에스텍파마,032102
1137,039440,에스티아이,032902
1138,098660,에스티오,031401
1139,052020,에스티큐브,032602
1140,237690,에스티팜,032102
1141,050760,에스폴리텍,032202
1142,058610,에스피지,032801
1143,043340,에쎈테크,032901
1144,023960,에쓰씨엔지니어링,064102
1145,054630,에이디칩스,074605
1146,200710,에이디테크놀로지,032601
1147,140910,에이리츠,126801
1148,078520,에이블씨엔씨,032004
1149,203400,에이비온,137001
1150,003800,에이스침대,033201
1151,088800,에이스테크,032604
1152,138360,에이씨티,032004
1153,015260,에이엔피,032602
1154,234070,에이원알폼,147603
1155,035290,에이원앤,105801
1156,072990,에이치시티,137209
1157,044990,에이치엔에스하이텍,032602
1158,176440,에이치엔티,032602
1159,028300,에이치엘비,033101
1160,067630,에이치엘비생명과학,137201
1161,043220,에이치엘비파워,074608
1162,239610,에이치엘사이언스,031007
1163,226340,에이치엠씨3호스팩,116601
1164,044780,에이치케이,032902
1165,071670,에이테크솔루션,032902
1166,045660,에이텍,032603
1167,224110,에이텍티앤,032604
1168,021080,에이티넘인베스트,116402
1169,089530,에이티세미콘,032601
1170,182400,에이티젠,032101
1171,073570,에이티테크놀러지,032902
1172,109960,에이프로젠 H&G,032604
1173,003060,에이프로젠제약,032102
1174,043580,에임하이,032602
1175,214870,에치디프로,032604
1176,230360,에코마케팅,137103
1177,038870,에코바이오,064202
1178,086520,에코프로,032004
1179,038110,에코플라스틱,033003
1180,073540,에프알텍,032604
1181,064850,에프앤가이드,116601
1182,064090,에프앤리퍼블릭,032604
1183,036810,에프에스티,032602
1184,063440,에프엔씨애드컬쳐,031802
1185,173940,에프엔씨엔터,105902
1186,083500,에프엔에스테크,032902
1187,065160,에프티이앤이,032005
1188,054940,엑사이엔씨,064204
1189,950130,엑세스바이오,032103
1190,205100,엑셈,105802
1191,092870,엑시콘,032902
1192,067570,엔브이에이치코리아,033003
1193,036570,엔씨소프트,105802
1194,054340,엔알케이,032604
1195,217820,엔에스,032902
1196,095300,엔에스브이,032901
1197,138250,엔에스쇼핑,074709
1198,031860,엔에스엔,074608
1199,224760,엔에스컴퍼니,064102
1200,207720,엔에이치SL스팩,116601
1201,256630,엔에이치스팩10호,116601
1202,256840,엔에이치스팩11호,116601
1203,217810,엔에이치스팩7호,116601
1204,218410,엔에이치스팩8호,116601
1205,208860,엔지스테크널러지,105802
1206,183490,엔지켐생명과학,032101
1207,085310,엔케이,032501
1208,009810,엔케이물산,074607
1209,206400,엔터메이트,105802
1210,069410,엔텔스,105802
1211,004250,엔피씨,032202
1212,048830,엔피케이,032002
1213,096870,엘디티,032601
1214,061970,엘비세미콘,032601
1215,138690,엘아이에스,032902
1216,066970,엘앤에프,032802
1217,156100,엘앤케이바이오,032701
1218,073110,엘엠에스,032703
1219,083310,엘오티베큠,032902
1220,037950,엘컴텍,032602
1221,170920,엘티씨,032001
1222,183350,엘피케이,032902
1223,058630,엠게임,105802
1224,058970,엠로,105802
1225,019590,엠벤처투자,116402
1226,097520,엠씨넥스,032605
1227,225860,엠앤씨생명과학,032004
1228,009780,엠에스씨,031007
1229,123040,엠에스오토텍,033003
1230,251960,엠에프엠코리아,031403
1231,032790,엠젠플러스,074605
1232,180400,엠지메드,137209
1233,033160,엠케이전자,032602
1234,069640,엠케이트렌드,074704
1235,115960,연우,032202
1236,090740,연이정보통신,032602
1237,014440,영보화학,032202
1238,007530,영신금속,032509
1239,143540,영우디에스피,032902
1240,111770,영원무역,074608
1241,009970,영원무역홀딩스,116409
1242,036180,영인프런티어,074605
1243,003520,영진약품,032102
1244,000670,영풍,032402
1245,036560,영풍정밀,032901
1246,006740,영풍제지,031702
1247,242850,영현무역,074601
1248,012280,영화금속,033003
1249,012160,영흥철강,032401
1250,036000,예림당,105801
1251,053280,예스24,074709
1252,015360,예스코,043502
1253,122640,예스티,032902
1254,179720,옐로페이,105802
1255,900300,오가닉티코스메틱,116409
1256,045060,오공,032004
1257,080520,오디텍,032601
1258,007310,오뚜기,031007
1259,039830,오로라,137302
1260,046120,오르비텍,137209
1261,014940,오리엔탈정공,033101
1262,002630,오리엔트바이오,032102
1263,065500,오리엔트정공,033003
1264,271560,오리온,031007
1265,001800,오리온홀딩스,031007
1266,010470,오리콤,137103
1267,227420,오백볼트,137105
1268,053980,오상자이엘,106201
1269,052420,오성엘에스티,032202
1270,241790,오션브릿지,032004
1271,039200,오스코텍,032102
1272,226400,오스테오닉,032701
1273,031510,오스템,033003
1274,048260,오스템임플란트,032701
1275,138080,오이솔루션,032604
1276,080580,오킨스전자,032602
1277,067170,오텍,116409
1278,173130,오파스넷,106201
1279,049480,오픈베이스,106201
1280,196450,온다 엔터테인먼트,032703
1281,057540,옴니시스템,032702
1282,057680,옴니텔,105802
1283,123010,옵토팩,032602
1284,082210,옵트론텍,032703
1285,109080,옵티시스,032604
1286,052770,와이디온라인,105802
1287,010600,와이비로드,074601
1288,057030,와이비엠넷,168507
1289,122990,와이솔,032602
1290,232140,와이아이케이,032902
1291,067900,와이엔텍,053802
1292,155650,와이엠씨,032602
1293,251370,와이엠티,032001
1294,066430,와이오엠,074607
1295,193250,와이제이엠게임즈,032602
1296,019210,와이지-원,032509
1297,122870,와이지엔터테인먼트,105902
1298,079000,와토스코리아,032202
1299,900180,완리,116409
1300,070960,용평리조트,095501
1301,114630,우노앤컴퍼니,032005
1302,032820,우리기술,032801
1303,041190,우리기술투자,116409
1304,115440,우리넷,032604
1305,004720,우리들제약,032102
1306,118000,우리들휴브레인,074605
1307,046970,우리로,032604
1308,215360,우리산업,033003
1309,072470,우리산업홀딩스,116409
1310,073560,우리손에프앤지,010102
1311,000030,우리은행,116401
1312,153490,우리이앤엘,032601
1313,082850,우리이티아이,032804
1314,037400,우리조명,032804
1315,010050,우리종금,116409
1316,101170,우림기계,032901
1317,006980,우성사료,031006
1318,194610,우성아이비,033309
1319,066590,우수AMS,033003
1320,017370,우신시스템,032902
1321,046940,우원개발,064201
1322,215380,우정비에스씨,137001
1323,065680,우주일렉트로,032602
1324,105840,우진,032702
1325,018620,우진비앤지,032102
1326,049800,우진플라임,032902
1327,016880,웅진,116409
1328,095720,웅진씽크빅,168501
1329,103130,웅진에너지,032601
1330,005820,원림,031303
1331,032940,원익,074605
1332,240810,원익IPS,032902
1333,074600,원익QnC,032301
1334,104830,원익머트리얼즈,032001
1335,014190,원익큐브,074607
1336,030530,원익홀딩스,116409
1337,012620,원일특강,032401
1338,216280,원텍,032701
1339,008370,원풍,032202
1340,008290,원풍물산,031401
1341,101160,월덱스,032602
1342,095270,웨이브일렉트로,032604
1343,065950,웰크론,031302
1344,114190,웰크론강원,032501
1345,076080,웰크론한텍,032902
1346,196700,웹스,032002
1347,069080,웹젠,105802
1348,039790,위노바,032004
1349,044340,위닉스,032805
1350,112040,위메이드,105802
1351,140660,위월드,032604
1352,038620,위즈코프,074707
1353,036090,위지트,032902
1354,136540,윈스,106201
1355,097800,윈팩,032601
1356,192390,윈하이텍,032501
1357,008600,윌비스,074604
1358,033270,유나이티드,032102
1359,044480,유니더스,032201
1360,014830,유니드,032001
1361,036200,유니셈,032902
1362,018000,유니슨,032901
1363,000910,유니온,032303
1364,203450,유니온커뮤니티,032604
1365,011330,유니켐,031501
1366,077500,유니퀘스트,074605
1367,011320,유니크,033003
1368,086390,유니테스트,032902
1369,241690,유니테크노,033003
1370,142210,유니트론텍,074605
1371,121060,유니포인트,106201
1372,091270,유디피,105802
1373,048430,유라테크,032801
1374,206650,유바이오로직스,137001
1375,089850,유비벨록스,105802
1376,084440,유비온,106309
1377,032620,유비케어,105802
1378,264450,유비쿼스,032604
1379,078070,유비쿼스홀딩스,116409
1380,002920,유성기업,033003
1381,024800,유성티엔에스,084902
1382,000700,유수홀딩스,137105
1383,054930,유신,137201
1384,252370,유쎌,032004
1385,069330,유아이디,032602
1386,049520,유아이엘,032602
1387,204620,유안타제1호스팩,116601
1388,219960,유안타제2호스팩,116601
1389,003470,유안타증권,116601
1390,056090,유앤아이,032701
1391,011690,유양디앤유,032601
1392,072130,유엔젤,106301
1393,000220,유유제약,032102
1394,195990,유지인트,032902
1395,023410,유진기업,032303
1396,056080,유진로봇,032902
1397,221200,유진스팩3호,116601
1398,215090,유진에이씨피씨스팩2호,116601
1399,001200,유진증권,116601
1400,084370,유진테크,032902
1401,178780,유테크,032602
1402,221800,유투바이오,137209
1403,000100,유한양행,032102
1404,003460,유화증권,116601
1405,191410,육일씨엔에쓰,032602
1406,008730,율촌화학,032202
1407,044960,이-글 벳,074607
1408,008250,이건산업,031602
1409,039020,이건홀딩스,116409
1410,025820,이구산업,032402
1411,060230,이그잭스,032602
1412,067920,이글루시큐리티,105802
1413,214320,이노션,137103
1414,073490,이노와이어리스,032604
1415,215790,이노인스트루먼트,032604
1416,088390,이녹스,032602
1417,272290,이녹스첨단소재,032602
1418,053350,이니텍,105802
1419,033110,이디,032702
1420,041520,이라이콤,032602
1421,054210,이랜텍,032602
1422,065440,이루온,105802
1423,139480,이마트,074701
1424,036260,이매진아시아,105901
1425,115610,이미지스,032601
1426,225440,이베스트스팩3호,116409
1427,078020,이베스트투자증권,116601
1428,208850,이비테크,032809
1429,080010,이상네트웍스,074601
1430,086890,이수앱지스,032103
1431,007660,이수페타시스,032602
1432,005950,이수화학,032001
1433,015020,이스타코,126801
1434,047560,이스트소프트,105802
1435,900110,이스트아시아홀딩스,116409
1436,067010,이씨에스,106201
1437,093230,이아이디,074607
1438,223310,이에스브이,105802
1439,241510,이에스산업,032901
1440,052190,이에스에이,189001
1441,101360,이엔드디,032004
1442,074610,이엔쓰리,032901
1443,102710,이엔에프테크놀로지,032004
1444,094190,이엘케이,032602
1445,063760,이엘피,032702
1446,123570,이엠넷,137103
1447,095190,이엠코리아,032902
1448,091120,이엠텍,032602
1449,232530,이엠티,032802
1450,102460,이연제약,032102
1451,039030,이오테크닉스,032902
1452,088290,이원컴포텍,033003
1453,084680,이월드,189102
1454,033600,이젠텍,033003
1455,181340,이즈미디어,032702
1456,035810,이지바이오,031008
1457,090850,이지웰페어,105802
1458,092130,이크레더블,106309
1459,016250,이테크건설,064101
1460,096040,이트론,032603
1461,134060,이퓨쳐,105801
1462,001840,이화공영,064101
1463,000760,이화산업,074607
1464,024810,이화전기,032801
1465,014990,인디에프,031401
1466,041830,인바디,032701
1467,079950,인베니아,032902
1468,062580,인산가,031007
1469,060150,인선이엔티,053802
1470,033230,인성정보,106201
1471,006490,인스코비,106102
1472,037330,인지디스플레,032602
1473,023800,인지컨트롤스,033003
1474,034590,인천도시가스,043502
1475,211050,인카금융서비스,116602
1476,083640,인콘,032604
1477,216050,인크로스,137103
1478,049070,인탑스,032604
1479,119610,인터로조,032703
1480,158310,인터불스,032902
1481,017250,인터엠,032605
1482,129260,인터지스,084903
1483,240340,인터코스,032004
1484,108790,인터파크,074709
1485,035080,인터파크홀딩스,116409
1486,051370,인터플렉스,032602
1487,064290,인텍플러스,032902
1488,189300,인텔리안테크,032604
1489,150840,인트로메딕,032701
1490,048530,인트론바이오,032101
1491,023810,인팩,033003
1492,175140,인포마크,032604
1493,115310,인포바인,106102
1494,039290,인포뱅크,106309
1495,041020,인프라웨어,105802
1496,247300,인프라웨어테크놀러지,105802
1497,071200,인피니트헬스케어,105802
1498,101930,인화정공,033101
1499,078940,일경산업개발,064203
1500,249420,일동제약,032102
1501,000230,일동홀딩스,116409
1502,013360,일성건설,064102
1503,003120,일성신약,032102
1504,068330,일신바이오,032901
1505,003200,일신방직,031301
1506,007110,일신석재,074606
1507,058450,일야,032604
1508,007570,일양약품,032102
1509,008500,일정실업,031303
1510,019540,일지테크,033003
1511,081000,일진다이아,032004
1512,020760,일진디스플,032601
1513,020150,일진머티리얼즈,032602
1514,103590,일진전기,032803
1515,094820,일진파워,064203
1516,015860,일진홀딩스,116409
1517,226320,잇츠한불,074604
1518,950140,잉글우드랩,116409
1519,049550,잉크테크,032004
1520,230400,자비스,032701
1521,043910,자연과환경,053901
1522,234920,자이글,032805
1523,033240,자화전자,032602
1524,174880,장원테크,032604
1525,049630,재영솔루텍,032703
1526,000950,전방,031301
1527,120780,전우정밀,033003
1528,065530,전파기지국,106102
1529,208140,정다운,031001
1530,022220,정산애강,032202
1531,040420,정상제이엘에스,168505
1532,045510,정원엔시스,106201
1533,065620,제낙스,032401
1534,217190,제너셈,032902
1535,095700,제넥신,137001
1536,066830,제노텍,032101
1537,187420,제노포커스,032101
1538,225220,제놀루션,032102
1539,123330,제닉,032004
1540,159580,제로투세븐,074604
1541,147830,제룡산업,032501
1542,033100,제룡전기,032801
1543,019570,제미니투자,116402
1544,079370,제우스,032902
1545,054950,제이브이엠,032901
1546,096690,제이스테판,032603
1547,090470,제이스텍,032902
1548,137950,제이씨케미칼,032004
1549,033320,제이씨현시스템,074605
1550,194370,제이에스코퍼레이션,031501
1551,026040,제이에스티나,033301
1552,250300,제이에스피브이,032809
1553,126880,제이엔케이히터,032901
1554,033050,제이엠아이,031802
1555,094970,제이엠티,032602
1556,058420,제이웨이,105901
1557,025620,제이준코스메틱,032004
1558,036420,제이콘텐트리,116409
1559,089790,제이티,032902
1560,030000,제일기획,137103
1561,052670,제일바이오,032102
1562,271980,제일약품,032102
1563,001560,제일연마,032309
1564,023440,제일제강,032401
1565,038010,제일테크노스,032501
1566,002620,제일파마홀딩스,137105
1567,003380,제일홀딩스,116409
1568,080220,제주반도체,032601
1569,006220,제주은행,116401
1570,089590,제주항공,085101
1571,229000,젠큐릭스,032701
1572,082270,젬백스,032902
1573,041590,젬백스테크놀러지,032602
1574,044060,조광ILI,032901
1575,004910,조광페인트,032004
1576,004700,조광피혁,031501
1577,001550,조비,032003
1578,000480,조선내화,032302
1579,120030,조선선재,032509
1580,034940,조아제약,032102
1581,101730,조이맥스,105802
1582,067000,조이시티,105802
1583,018470,조일알미늄,032402
1584,002600,조흥,031007
1585,185750,종근당,032102
1586,063160,종근당바이오,032102
1587,001630,종근당홀딩스,116409
1588,033340,좋은사람들,031401
1589,221670,주노콜렉션,031501
1590,036930,주성엔지니어링,032902
1591,044380,주연테크,032603
1592,229480,줌인터넷,106301
1593,900050,중국원양자원,116409
1594,072020,중앙백신,032101
1595,000440,중앙에너비스,074607
1596,054180,중앙오션,033101
1597,228760,지노믹트리,137001
1598,043610,지니뮤직,106301
1599,155960,지디,032602
1600,208350,지란지교시큐리티,105802
1601,138290,지성이씨에스,064201
1602,114570,지스마트글로벌,032601
1603,051160,지어소프트,105802
1604,053050,지에스이,043502
1605,119850,지엔씨에너지,032801
1606,065060,지엔코,031401
1607,204840,지엘팜텍,137001
1608,013870,지엠비코리아,033003
1609,018290,지엠피,032603
1610,071320,지역난방공사,043503
1611,135160,지오씨,032803
1612,010580,지코,033003
1613,035000,지투알,137105
1614,115450,지트리비앤티,032602
1615,219750,지티지웰니스,032701
1616,088790,진도,074607
1617,018120,진로발효,031101
1618,109820,진매트릭스,137001
1619,086060,진바이오텍,031008
1620,036890,진성티이씨,032902
1621,003780,진양산업,032202
1622,007370,진양제약,032102
1623,010640,진양폴리우레탄,032001
1624,100250,진양홀딩스,116409
1625,051630,진양화학,032202
1626,011000,진원생명과학,032102
1627,002780,진흥기업,064102
1628,085660,차바이오텍,032101
1629,900040,차이나그레이트,116409
1630,900090,차이나하오란,116409
1631,009310,참엔지니어링,032902
1632,094850,참좋은레져,147502
1633,004650,창해에탄올,031101
1634,111820,처음앤씨,106309
1635,000650,천일고속,084902
1636,140290,청광종건,064102
1637,096240,청담러닝,168505
1638,013720,청보산업,033003
1639,012600,청호컴넷,032901
1640,033250,체시스,033003
1641,047820,초록뱀,105901
1642,094360,칩스앤미디어,105802
1643,016920,카스,074605
1644,220250,카이노스메드,137001
1645,035720,카카오,106301
1646,026260,카테아,074608
1647,006380,카프로,032001
1648,260490,캐로스,032901
1649,071850,캐스텍코리아,033003
1650,050110,캠시스,032602
1651,078340,컴투스,105802
1652,205290,케미메디,137001
1653,214370,케어젠,032101
1654,221980,케이디켐,032004
1655,043290,케이맥,032902
1656,221950,케이비드림3호스팩,116601
1657,226360,케이비드림4호스팩,116601
1658,250930,케이비제10호스팩,116601
1659,258790,케이비제11호스팩,116601
1660,222390,케이비제8호스팩,116601
1661,232270,케이비제9호스팩,116601
1662,192250,케이사인,105802
1663,002380,케이씨씨,032004
1664,115500,케이씨에스,106201
1665,029460,케이씨텍,032702
1666,089150,케이씨티,106201
1667,009070,케이씨티시,084903
1668,025880,케이씨피드,031008
1669,093320,케이아이엔엑스,106301
1670,073010,케이에스피,032901
1671,105330,케이엔더블유,032202
1672,039420,케이엘넷,106102
1673,083550,케이엠,031309
1674,032500,케이엠더블유,032604
1675,237720,케이엠제약,032004
1676,145270,케이탑리츠,126801
1677,030200,케이티,106102
1678,214150,케이티비스팩2호,116601
1679,058860,케이티스,106309
1680,053210,케이티스카이라이프,106002
1681,033780,케이티앤지,031201
1682,064820,케이프,033101
1683,220260,케이프이에스스팩,116601
1684,256940,케이피에스,032902
1685,024880,케이피에프,032509
1686,042040,케이피엠테크,032004
1687,054410,케이피티,032509
1688,217600,켐온,137001
1689,089010,켐트로닉스,032004
1690,052400,코나아이,105802
1691,094860,코닉글로리,105802
1692,046070,코다코,033003
1693,047770,코데즈컴바인,031401
1694,080530,코디,032004
1695,224060,코디엠,032902
1696,900140,코라오홀딩스,116409
1697,078650,코렌,032703
1698,104540,코렌텍,032701
1699,033430,코리드,074607
1700,027050,코리아나,032004
1701,007810,코리아써키트,032602
1702,101670,코리아에스이,032501
1703,123410,코리아에프티,033003
1704,152330,코리아오토글라스,032301
1705,003690,코리안리,116502
1706,036690,코맥스,032604
1707,049430,코메론,032702
1708,183300,코미코,032902
1709,041960,코미팜,032102
1710,009730,코센,032401
1711,189350,코셋,032604
1712,192820,코스맥스,032004
1713,044820,코스맥스비티아이,116409
1714,241710,코스메카코리아,032004
1715,005070,코스모신소재,032004
1716,005420,코스모화학,032004
1717,069110,코스온,032004
1718,048870,코아로직,032601
1719,071950,코아스,033201
1720,166480,코아스템,032102
1721,045970,코아시아홀딩스,116409
1722,029960,코엔텍,053802
1723,002020,코오롱,116409
1724,003070,코오롱글로벌,064102
1725,144620,코오롱머티리얼,032005
1726,102940,코오롱생명과학,032101
1727,120110,코오롱인더,032005
1728,138490,코오롱플라스틱,032002
1729,021240,코웨이,199609
1730,033290,코웰패션,031404
1731,056360,코위버,032604
1732,121850,코이즈,032202
1733,015710,코콤,032604
1734,052330,코텍,032605
1735,126600,코프라,032002
1736,200130,콜마비앤에이치,032101
1737,031820,콤텍시스템,106201
1738,225650,쿠첸,032805
1739,192400,쿠쿠전자,032805
1740,060280,큐렉소,074708
1741,040350,큐로컴,106201
1742,051780,큐로홀딩스,074603
1743,115180,큐리언트,137001
1744,065560,큐브스,074607
1745,182360,큐브엔터,105902
1746,066310,큐에스아이,032601
1747,136660,큐엠씨,032902
1748,016600,큐캐피탈,116409
1749,264900,크라운제과,031007
1750,005740,크라운해태홀딩스,116409
1751,058530,크레아플래닛,032902
1752,215570,크로넥스,137001
1753,043590,크로바하이텍,032601
1754,114120,크루셜텍,032602
1755,083790,크리스탈,137001
1756,900250,크리스탈신소재,116409
1757,045520,크린앤사이언스,031701
1758,237880,클리오,032004
1759,218710,키움스팩3호,116601
1760,226850,키움스팩4호,116601
1761,039490,키움증권,116601
1762,012170,키위미디어그룹,074607
1763,054780,키이스트,105901
1764,219130,타이거일렉,032602
1765,065130,탑엔지니어링,032902
1766,015890,태경산업,032001
1767,006890,태경화학,032001
1768,023160,태광,032401
1769,003240,태광산업,032005
1770,011280,태림포장,031702
1771,053620,태양,032509
1772,004100,태양금속공업,033003
1773,116100,태양기계,033003
1774,072520,태양씨앤엘,032602
1775,009410,태영건설,064102
1776,044490,태웅,032509
1777,001420,태원물산,033003
1778,007980,태평양물산,031401
1779,191420,테고사이언스,032101
1780,123100,테라세미콘,032902
1781,182690,테라셈,032601
1782,066700,테라젠이텍스,032102
1783,095610,테스,032902
1784,131970,테스나,137309
1785,089030,테크윙,032902
1786,038540,텍셀네트컴,116409
1787,054450,텔레칩스,032601
1788,091440,텔레필드,032604
1789,078000,텔코웨어,106301
1790,200230,텔콘,032604
1791,214420,토니모리,032004
1792,215480,토박스코리아,074704
1793,051360,토비스,032605
1794,045340,토탈소프트,105802
1795,057880,토필드,032605
1796,108230,톱텍,032902
1797,079970,투비소프트,105802
1798,066410,투윈글로벌,105901
1799,199800,툴젠,137001
1800,140890,트러스제7호,126801
1801,052290,트레이스,032602
1802,105550,트루윈,032602
1803,026150,특수건설,064102
1804,033830,티비씨,106002
1805,084870,티비에이치글로벌,031401
1806,228180,티씨엠생명과학,137001
1807,064760,티씨케이,032309
1808,131290,티에스이,032702
1809,246690,티에스인베스트먼트,116402
1810,019180,티에이치엔,032809
1811,062860,티엘아이,032601
1812,004870,티웨이홀딩스,032601
1813,191600,티케이씨,032602
1814,104480,티케이케미칼,032005
1815,081150,티플랙스,032509
1816,130740,티피씨글로벌,033003
1817,217880,틸론,105802
1818,134790,팀스,033201
1819,084730,팅크웨어,032604
1820,046210,파나진,032103
1821,034230,파라다이스,189102
1822,033540,파라텍,032902
1823,043200,파루,032801
1824,214450,파마리서치프로덕트,074604
1825,005690,파미셀,032101
1826,177830,파버나인,032602
1827,037070,파세코,032805
1828,150900,파수닷컴,105802
1829,047310,파워로직스,032801
1830,170790,파이오링크,032604
1831,049120,파인디앤씨,032602
1832,038950,파인디지털,032604
1833,106240,파인테크닉스,032604
1834,131760,파인텍,032602
1835,140860,파크시스템스,032702
1836,091700,파트론,032602
1837,194510,파티게임즈,105802
1838,038160,팍스넷,106309
1839,202960,판도라티비,105802
1840,032800,판타지오,189001
1841,043090,팜스웰바이오,074607
1842,036580,팜스코,031006
1843,027710,팜스토리,031008
1844,256090,패션플랫폼,031401
1845,054300,팬스타엔터프라이즈,032901
1846,068050,팬엔터테인먼트,105901
1847,028670,팬오션,085001
1848,222110,팬젠,032102
1849,010820,퍼스텍,032502
1850,016800,퍼시스,033201
1851,060900,퍼시픽바이오,031902
1852,001020,페이퍼코리아,031701
1853,087010,펩트론,032101
1854,090080,평화산업,033003
1855,043370,평화정공,033003
1856,010770,평화홀딩스,116409
1857,119500,포메탈,032509
1858,016670,포비스티앤씨,074607
1859,056730,포스링크,074607
1860,005490,포스코,032401
1861,022100,포스코 ICT,137201
1862,058430,포스코강판,032401
1863,047050,포스코대우,074601
1864,009520,포스코엠텍,032401
1865,003670,포스코켐텍,032303
